FECHA,PRODUCTO,SECTOR,PRECIO MEDIO,PROCEDENCIA
2018-05,PIÑA,FRUTAS,1.02,MercaMadrid
2018-05,PLATANOS,FRUTAS,1.13,MercaMadrid
2018-05,POMELOS,FRUTAS,1.04,MercaMadrid
2018-05,PUERROS,HORTALIZAS,0.84,MercaMadrid
2018-05,RABANOS,HORTALIZAS,0.61,MercaMadrid
2018-05,REMOLACHA,HORTALIZAS,1.78,MercaMadrid
2018-05,RESTO DE FRUTAS,FRUTAS,0.01,MercaMadrid
2018-05,RESTO HORTALIZAS,HORTALIZAS,0.01,MercaMadrid
2018-05,ROMANESCU,HORTALIZAS,1.75,MercaMadrid
2018-05,SANDIAS,FRUTAS,0.90,MercaMadrid
2018-05,SETAS,HORTALIZAS,5.94,MercaMadrid
2018-05,TIRABEQUES,HORTALIZAS,4.23,MercaMadrid
2018-05,TOMATES,HORTALIZAS,1.24,MercaMadrid
2018-05,UVAS,FRUTAS,2.28,MercaMadrid
2018-05,YUCA,HORTALIZAS,1.10,MercaMadrid
2018-05,ZANAHORIAS,HORTALIZAS,0.94,MercaMadrid
2018-06,ACEITUNAS,FRUTAS,3.46,MercaMadrid
2018-06,ACELGAS,HORTALIZAS,1.10,MercaMadrid
2018-06,AGUACATES,FRUTAS,3.30,MercaMadrid
2018-06,AJOS,HORTALIZAS,1.68,MercaMadrid
2018-06,ALBARICOQUES,FRUTAS,1.35,MercaMadrid
2018-06,ALCACHOFAS,HORTALIZAS,1.25,MercaMadrid
2018-06,APIO,HORTALIZAS,0.87,MercaMadrid
2018-06,BATATAS,HORTALIZAS,1.17,MercaMadrid
2018-06,BERENJENAS,HORTALIZAS,0.62,MercaMadrid
2018-06,BONIATOS,HORTALIZAS,1.60,MercaMadrid
2018-06,BORRAJAS,HORTALIZAS,1.80,MercaMadrid
2018-06,BREVAS,FRUTAS,3.01,MercaMadrid
2018-06,BROCOLI,HORTALIZAS,1.10,MercaMadrid
2018-06,CALABACINES,HORTALIZAS,0.49,MercaMadrid
2018-06,CALABAZAS,HORTALIZAS,0.76,MercaMadrid
2018-06,CARLOTAS,HORTALIZAS,0.01,MercaMadrid
2018-06,CEBOLLAS,HORTALIZAS,1.07,MercaMadrid
2018-06,CEREZAS,FRUTAS,2.14,MercaMadrid
2018-06,CHAMPIÑON,HORTALIZAS,1.63,MercaMadrid
2018-06,CHIRIMOYAS,FRUTAS,3.00,MercaMadrid
2018-06,CHIRIVIAS,HORTALIZAS,1.46,MercaMadrid
2018-06,CIRUELAS,FRUTAS,1.25,MercaMadrid
2018-06,COCOS,FRUTAS,1.30,MercaMadrid
2018-06,COLES-REPOLLO,HORTALIZAS,0.80,MercaMadrid
2018-06,COLIFLORES,HORTALIZAS,2.32,MercaMadrid
2018-06,DATILES,FRUTAS,10.20,MercaMadrid
2018-06,ENDIVIAS,HORTALIZAS,1.21,MercaMadrid
2018-06,ESCAROLAS,HORTALIZAS,0.85,MercaMadrid
2018-06,ESPARRAGOS,HORTALIZAS,4.61,MercaMadrid
2018-06,ESPINACAS,HORTALIZAS,1.00,MercaMadrid
2018-06,FRAMBUESAS,FRUTAS,8.20,MercaMadrid
2018-06,FRESONES,FRUTAS,1.84,MercaMadrid
2018-06,FRUTOS SECOS,FRUTAS,6.27,MercaMadrid
2018-06,GRANADAS,FRUTAS,2.00,MercaMadrid
2018-06,GRELOS,HORTALIZAS,0.62,MercaMadrid
2018-06,GROSELLA,FRUTAS,25.60,MercaMadrid
2018-06,GUISANTES,HORTALIZAS,2.97,MercaMadrid
2018-06,HABAS VERDES,HORTALIZAS,1.10,MercaMadrid
2018-06,HIGOS,FRUTAS,4.00,MercaMadrid
2018-06,HINOJO,HORTALIZAS,1.25,MercaMadrid
2018-06,JENGIBRE,HORTALIZAS,1.49,MercaMadrid
2018-06,JUDIAS VERDES,HORTALIZAS,2.17,MercaMadrid
2018-06,KIWI,FRUTAS,3.00,MercaMadrid
2018-06,LAUREL,HORTALIZAS,0.26,MercaMadrid
2018-06,LECHUGAS,HORTALIZAS,0.47,MercaMadrid
2018-06,LIMA,FRUTAS,2.84,MercaMadrid
2018-06,LIMONES,FRUTAS,1.48,MercaMadrid
2018-06,LOMBARDA,HORTALIZAS,0.48,MercaMadrid
2018-06,MAIZ,HORTALIZAS,6.00,MercaMadrid
2018-06,MANDARINAS,FRUTAS,1.10,MercaMadrid
2018-06,MANGOS,FRUTAS,2.30,MercaMadrid
2018-06,MANGOSTAN,FRUTAS,12.00,MercaMadrid
2018-06,MANZANAS,FRUTAS,1.82,MercaMadrid
2018-06,MELOCOTONES,FRUTAS,1.56,MercaMadrid
2018-06,MELONES,FRUTAS,0.92,MercaMadrid
2018-06,NABOS,HORTALIZAS,0.80,MercaMadrid
2018-06,NARANJAS,FRUTAS,0.74,MercaMadrid
2018-06,NECTARINAS,FRUTAS,1.51,MercaMadrid
2018-06,NISPEROS,FRUTAS,2.64,MercaMadrid
2018-06,NUECES,FRUTAS,4.60,MercaMadrid
2018-06,PAPAYOS,FRUTAS,2.76,MercaMadrid
2018-06,PARAGUAYAS,FRUTAS,1.36,MercaMadrid
2018-06,PATATAS,PATATAS,0.39,MercaMadrid
2018-06,PEPINOS,HORTALIZAS,0.38,MercaMadrid
2018-06,PERAS,FRUTAS,1.69,MercaMadrid
2018-06,PEREJIL,HORTALIZAS,0.71,MercaMadrid
2018-06,PIMIENTOS,HORTALIZAS,1.73,MercaMadrid
2018-06,PIÑA,FRUTAS,0.85,MercaMadrid
2018-06,PLATANOS,FRUTAS,1.44,MercaMadrid
2018-06,POMELOS,FRUTAS,1.16,MercaMadrid
2018-06,PUERROS,HORTALIZAS,0.91,MercaMadrid
2018-06,RABANOS,HORTALIZAS,0.60,MercaMadrid
2018-06,REMOLACHA,HORTALIZAS,1.64,MercaMadrid
2018-06,RESTO DE FRUTAS,FRUTAS,0.01,MercaMadrid
2018-06,RESTO HORTALIZAS,HORTALIZAS,0.01,MercaMadrid
2018-06,SANDIAS,FRUTAS,0.66,MercaMadrid
2018-06,SETAS,HORTALIZAS,5.22,MercaMadrid
2018-06,TIRABEQUES,HORTALIZAS,4.50,MercaMadrid
2018-06,TOMATES,HORTALIZAS,0.96,MercaMadrid
2018-06,UVAS,FRUTAS,2.65,MercaMadrid
2018-06,YUCA,HORTALIZAS,1.10,MercaMadrid
2018-06,ZANAHORIAS,HORTALIZAS,0.87,MercaMadrid
2018-07,ACEITUNAS,FRUTAS,3.46,MercaMadrid
2018-07,ACELGAS,HORTALIZAS,0.79,MercaMadrid
2018-07,AGUACATES,FRUTAS,1.92,MercaMadrid
2018-07,AJOS,HORTALIZAS,1.64,MercaMadrid
2018-07,ALBARICOQUES,FRUTAS,1.38,MercaMadrid
2018-07,ALCACHOFAS,HORTALIZAS,1.34,MercaMadrid
2018-07,APIO,HORTALIZAS,0.87,MercaMadrid
2018-07,BATATAS,HORTALIZAS,1.10,MercaMadrid
2018-07,BERENJENAS,HORTALIZAS,0.64,MercaMadrid
2018-07,BERROS,HORTALIZAS,11.00,MercaMadrid
2018-07,BONIATOS,HORTALIZAS,1.60,MercaMadrid
2018-07,BREVAS,FRUTAS,3.00,MercaMadrid
2018-07,BROCOLI,HORTALIZAS,1.18,MercaMadrid
2018-07,CALABACINES,HORTALIZAS,0.39,MercaMadrid
2018-07,CALABAZAS,HORTALIZAS,0.80,MercaMadrid
2018-07,CEBOLLAS,HORTALIZAS,1.03,MercaMadrid
2018-07,CEREZAS,FRUTAS,1.94,MercaMadrid
2018-07,CHAMPIÑON,HORTALIZAS,1.55,MercaMadrid
2018-07,CHIRIVIAS,HORTALIZAS,1.35,MercaMadrid
2018-07,CIRUELAS,FRUTAS,1.35,MercaMadrid
2018-07,COCOS,FRUTAS,1.30,MercaMadrid
2018-07,COLES-REPOLLO,HORTALIZAS,0.83,MercaMadrid
2018-07,COLIFLORES,HORTALIZAS,1.87,MercaMadrid
2018-07,DATILES,FRUTAS,10.20,MercaMadrid
2018-07,ENDIVIAS,HORTALIZAS,1.36,MercaMadrid
2018-07,ESCAROLAS,HORTALIZAS,0.76,MercaMadrid
2018-07,ESPARRAGOS,HORTALIZAS,4.01,MercaMadrid
2018-07,ESPINACAS,HORTALIZAS,1.00,MercaMadrid
2018-07,FRAMBUESAS,FRUTAS,8.62,MercaMadrid
2018-07,FRESONES,FRUTAS,2.12,MercaMadrid
2018-07,FRUTOS SECOS,FRUTAS,6.27,MercaMadrid
2018-07,GRANADAS,FRUTAS,2.00,MercaMadrid
2018-07,GRELOS,HORTALIZAS,0.62,MercaMadrid
2018-07,GUISANTES,HORTALIZAS,2.50,MercaMadrid
2018-07,HABAS VERDES,HORTALIZAS,1.10,MercaMadrid
2018-07,HIGOS,FRUTAS,2.49,MercaMadrid
2018-07,HINOJO,HORTALIZAS,1.25,MercaMadrid
2018-07,JENGIBRE,HORTALIZAS,1.50,MercaMadrid
2018-07,JUDIAS VERDES,HORTALIZAS,1.87,MercaMadrid
2018-07,KIWI,FRUTAS,2.88,MercaMadrid
2018-07,LAUREL,HORTALIZAS,0.33,MercaMadrid
2018-07,LECHUGAS,HORTALIZAS,0.51,MercaMadrid
2018-07,LIMA,FRUTAS,1.81,MercaMadrid
2018-07,LIMONES,FRUTAS,1.37,MercaMadrid
2018-07,LOMBARDA,HORTALIZAS,0.50,MercaMadrid
2018-07,MAIZ,HORTALIZAS,7.00,MercaMadrid
2018-07,MANDARINAS,FRUTAS,1.29,MercaMadrid
2018-07,MANGOS,FRUTAS,3.90,MercaMadrid
2018-07,MANZANAS,FRUTAS,1.87,MercaMadrid
2018-07,MELOCOTONES,FRUTAS,1.41,MercaMadrid
2018-07,MELONES,FRUTAS,0.93,MercaMadrid
2018-07,MORAS,FRUTAS,8.00,MercaMadrid
2018-07,NABOS,HORTALIZAS,0.80,MercaMadrid
2018-07,NARANJAS,FRUTAS,0.90,MercaMadrid
2018-07,NECTARINAS,FRUTAS,1.09,MercaMadrid
2018-07,NISPEROS,FRUTAS,3.00,MercaMadrid
2018-07,NUECES,FRUTAS,4.00,MercaMadrid
2018-07,PAPAYOS,FRUTAS,2.89,MercaMadrid
2018-07,PARAGUAYAS,FRUTAS,1.16,MercaMadrid
2018-07,PATATAS,PATATAS,0.43,MercaMadrid
2018-07,PEPINOS,HORTALIZAS,0.42,MercaMadrid
2018-07,PERAS,FRUTAS,1.41,MercaMadrid
2018-07,PEREJIL,HORTALIZAS,0.75,MercaMadrid
2018-07,PIMIENTOS,HORTALIZAS,1.20,MercaMadrid
2018-07,PIÑA,FRUTAS,0.80,MercaMadrid
2018-07,PLATANOS,FRUTAS,1.19,MercaMadrid
2018-07,POMELOS,FRUTAS,1.16,MercaMadrid
2018-07,PUERROS,HORTALIZAS,0.82,MercaMadrid
2018-07,RABANOS,HORTALIZAS,0.56,MercaMadrid
2018-07,REMOLACHA,HORTALIZAS,1.44,MercaMadrid
2018-07,SANDIAS,FRUTAS,0.43,MercaMadrid
2018-07,SETAS,HORTALIZAS,3.61,MercaMadrid
2018-07,TIRABEQUES,HORTALIZAS,4.50,MercaMadrid
2018-07,TOMATES,HORTALIZAS,1.04,MercaMadrid
2018-07,UVAS,FRUTAS,2.00,MercaMadrid
2018-07,YAME,HORTALIZAS,1.50,MercaMadrid
2018-07,YUCA,HORTALIZAS,1.10,MercaMadrid
2018-07,ZANAHORIAS,HORTALIZAS,0.80,MercaMadrid
2018-08,ACELGAS,HORTALIZAS,0.54,MercaMadrid
2018-08,AGUACATES,FRUTAS,2.24,MercaMadrid
2018-08,AJOS,HORTALIZAS,1.60,MercaMadrid
2018-08,ALBARICOQUES,FRUTAS,1.31,MercaMadrid
2018-08,ALCACHOFAS,HORTALIZAS,1.06,MercaMadrid
2018-08,APIO,HORTALIZAS,0.85,MercaMadrid
2018-08,BATATAS,HORTALIZAS,1.10,MercaMadrid
2018-08,BERENJENAS,HORTALIZAS,0.83,MercaMadrid
2018-08,BERROS,HORTALIZAS,11.00,MercaMadrid
2018-08,BONIATOS,HORTALIZAS,1.60,MercaMadrid
2018-08,BREVAS,FRUTAS,2.00,MercaMadrid
2018-08,BROCOLI,HORTALIZAS,1.53,MercaMadrid
2018-08,CALABACINES,HORTALIZAS,0.48,MercaMadrid
2018-08,CALABAZAS,HORTALIZAS,0.80,MercaMadrid
2018-08,CAQUIS,FRUTAS,3.00,MercaMadrid
2018-08,CEBOLLAS,HORTALIZAS,0.92,MercaMadrid
2018-08,CEREZAS,FRUTAS,2.11,MercaMadrid
2018-08,CHAMPIÑON,HORTALIZAS,1.51,MercaMadrid
2018-08,CHIRIMOYAS,FRUTAS,3.00,MercaMadrid
2018-08,CHIRIVIAS,HORTALIZAS,1.35,MercaMadrid
2018-08,CIRUELAS,FRUTAS,1.16,MercaMadrid
2018-08,COCOS,FRUTAS,1.30,MercaMadrid
2018-08,COLES-REPOLLO,HORTALIZAS,0.87,MercaMadrid
2018-08,COLIFLORES,HORTALIZAS,1.88,MercaMadrid
2018-08,DATILES,FRUTAS,10.20,MercaMadrid
2018-08,ENDIVIAS,HORTALIZAS,1.36,MercaMadrid
2018-08,ESCAROLAS,HORTALIZAS,0.78,MercaMadrid
2018-08,ESPARRAGOS,HORTALIZAS,5.80,MercaMadrid
2018-08,ESPINACAS,HORTALIZAS,1.00,MercaMadrid
2018-08,FRAMBUESAS,FRUTAS,8.67,MercaMadrid
2018-08,FRESONES,FRUTAS,2.83,MercaMadrid
2018-08,FRUTOS SECOS,FRUTAS,6.27,MercaMadrid
2018-08,GRANADAS,FRUTAS,2.00,MercaMadrid
2018-08,GRELOS,HORTALIZAS,0.62,MercaMadrid
2018-08,GUISANTES,HORTALIZAS,2.50,MercaMadrid
2018-08,HIGO CHUMBO,FRUTAS,3.00,MercaMadrid
2018-08,HIGOS,FRUTAS,2.60,MercaMadrid
2018-08,HINOJO,HORTALIZAS,1.25,MercaMadrid
2018-08,JENGIBRE,HORTALIZAS,1.50,MercaMadrid
2018-08,JUDIAS VERDES,HORTALIZAS,2.10,MercaMadrid
2018-08,KIWI,FRUTAS,2.76,MercaMadrid
2018-08,LAUREL,HORTALIZAS,0.33,MercaMadrid
2018-08,LECHUGAS,HORTALIZAS,0.54,MercaMadrid
2018-08,LIMA,FRUTAS,1.43,MercaMadrid
2018-08,LIMONES,FRUTAS,1.67,MercaMadrid
2018-08,LITCHIS,FRUTAS,5.50,MercaMadrid
2018-08,LOMBARDA,HORTALIZAS,0.46,MercaMadrid
2018-08,MACHE,HORTALIZAS,8.00,MercaMadrid
2018-08,MAIZ,HORTALIZAS,4.50,MercaMadrid
2018-08,MANDARINAS,FRUTAS,1.82,MercaMadrid
2018-08,MANGOS,FRUTAS,3.23,MercaMadrid
2018-08,MANZANAS,FRUTAS,1.89,MercaMadrid
2018-08,MARACUYA,FRUTAS,7.20,MercaMadrid
2018-08,MELOCOTONES,FRUTAS,1.00,MercaMadrid
2018-08,MELONES,FRUTAS,0.79,MercaMadrid
2018-08,NABOS,HORTALIZAS,0.80,MercaMadrid
2018-08,NARANJAS,FRUTAS,0.97,MercaMadrid
2018-08,NECTARINAS,FRUTAS,0.97,MercaMadrid
2018-08,NUECES,FRUTAS,4.00,MercaMadrid
2018-08,PAPAYA GIGANTE,FRUTAS,2.78,MercaMadrid
2018-08,PAPAYOS,FRUTAS,2.89,MercaMadrid
2018-08,PARAGUAYAS,FRUTAS,1.04,MercaMadrid
2018-08,PATATAS,PATATAS,0.39,MercaMadrid
2018-08,PEPINOS,HORTALIZAS,0.29,MercaMadrid
2018-08,PERAS,FRUTAS,1.22,MercaMadrid
2018-08,PEREJIL,HORTALIZAS,0.75,MercaMadrid
2018-08,PIMIENTOS,HORTALIZAS,1.30,MercaMadrid
2018-08,PIÑA,FRUTAS,1.14,MercaMadrid
2018-08,PLATANOS,FRUTAS,1.12,MercaMadrid
2018-08,POMELOS,FRUTAS,0.82,MercaMadrid
2018-08,PUERROS,HORTALIZAS,0.95,MercaMadrid
2018-08,RABANOS,HORTALIZAS,0.56,MercaMadrid
2018-08,REMOLACHA,HORTALIZAS,1.44,MercaMadrid
2018-08,ROMANESCU,HORTALIZAS,3.50,MercaMadrid
2018-08,SANDIAS,FRUTAS,0.38,MercaMadrid
2018-08,SETAS,HORTALIZAS,4.31,MercaMadrid
2018-08,TIRABEQUES,HORTALIZAS,4.50,MercaMadrid
2018-08,TOMATES,HORTALIZAS,0.91,MercaMadrid
2018-08,UVAS,FRUTAS,1.45,MercaMadrid
2018-08,YAME,HORTALIZAS,1.50,MercaMadrid
2018-08,YUCA,HORTALIZAS,1.10,MercaMadrid
2018-08,ZANAHORIAS,HORTALIZAS,0.80,MercaMadrid
2018-09,ACEITUNAS,FRUTAS,3.46,MercaMadrid
2018-09,ACELGAS,HORTALIZAS,0.65,MercaMadrid
2018-09,AGUACATES,FRUTAS,2.30,MercaMadrid
2018-09,AJOS,HORTALIZAS,1.64,MercaMadrid
2018-09,ALBARICOQUES,FRUTAS,1.00,MercaMadrid
2018-09,ALCACHOFAS,HORTALIZAS,2.29,MercaMadrid
2018-09,ALPICOCES,HORTALIZAS,0.01,MercaMadrid
2018-09,APIO,HORTALIZAS,0.85,MercaMadrid
2018-09,BANANITOS,FRUTAS,6.33,MercaMadrid
2018-09,BATATAS,HORTALIZAS,0.90,MercaMadrid
2018-09,BERENJENAS,HORTALIZAS,1.35,MercaMadrid
2018-09,BERROS,HORTALIZAS,11.00,MercaMadrid
2018-09,BONIATOS,HORTALIZAS,1.60,MercaMadrid
2018-09,BORRAJAS,HORTALIZAS,1.50,MercaMadrid
2018-09,BROCOLI,HORTALIZAS,1.97,MercaMadrid
2018-09,CALABACINES,HORTALIZAS,0.65,MercaMadrid
2018-09,CALABAZAS,HORTALIZAS,0.58,MercaMadrid
2018-09,CAQUIS,FRUTAS,1.41,MercaMadrid
2018-09,CARDOS,HORTALIZAS,0.70,MercaMadrid
2018-09,CASTAÑAS,FRUTAS,3.50,MercaMadrid
2018-09,CEBOLLAS,HORTALIZAS,1.01,MercaMadrid
2018-09,CEREZAS,FRUTAS,3.00,MercaMadrid
2018-09,CHAMPIÑON,HORTALIZAS,1.50,MercaMadrid
2018-09,CHIRIMOYAS,FRUTAS,2.70,MercaMadrid
2018-09,CHIRIVIAS,HORTALIZAS,1.35,MercaMadrid
2018-09,CIRUELAS,FRUTAS,1.18,MercaMadrid
2018-09,COCOS,FRUTAS,1.30,MercaMadrid
2018-09,COLES-REPOLLO,HORTALIZAS,0.79,MercaMadrid
2018-09,COLIFLORES,HORTALIZAS,2.63,MercaMadrid
2018-09,DATILES,FRUTAS,10.20,MercaMadrid
2018-09,ENDIVIAS,HORTALIZAS,1.36,MercaMadrid
2018-09,ESCAROLAS,HORTALIZAS,0.68,MercaMadrid
2018-09,ESPARRAGOS,HORTALIZAS,5.58,MercaMadrid
2018-09,ESPINACAS,HORTALIZAS,1.00,MercaMadrid
2018-09,FRAMBUESAS,FRUTAS,11.00,MercaMadrid
2018-09,FRESONES,FRUTAS,4.22,MercaMadrid
2018-09,FRUTA DE LA PASION,FRUTAS,7.00,MercaMadrid
2018-09,FRUTOS SECOS,FRUTAS,6.27,MercaMadrid
2018-09,GRANADAS,FRUTAS,1.26,MercaMadrid
2018-09,GRELOS,HORTALIZAS,0.62,MercaMadrid
2018-09,GROSELLA,FRUTAS,10.40,MercaMadrid
2018-09,GUAYABOS,FRUTAS,6.33,MercaMadrid
2018-09,GUINDILLAS,HORTALIZAS,1.93,MercaMadrid
2018-09,GUISANTES,HORTALIZAS,2.50,MercaMadrid
2018-09,HIGOS,FRUTAS,2.34,MercaMadrid
2018-09,HINOJO,HORTALIZAS,1.50,MercaMadrid
2018-09,JENGIBRE,HORTALIZAS,1.83,MercaMadrid
2018-09,JUDIAS VERDES,HORTALIZAS,2.34,MercaMadrid
2018-09,KIWI,FRUTAS,2.94,MercaMadrid
2018-09,LAUREL,HORTALIZAS,0.33,MercaMadrid
2018-09,LECHUGAS,HORTALIZAS,0.55,MercaMadrid
2018-09,LIMA,FRUTAS,1.99,MercaMadrid
2018-09,LIMONES,FRUTAS,1.61,MercaMadrid
2018-09,LOMBARDA,HORTALIZAS,0.49,MercaMadrid
2018-09,MAIZ,HORTALIZAS,3.84,MercaMadrid
2018-09,MANDARINAS,FRUTAS,1.65,MercaMadrid
2018-09,MANGOS,FRUTAS,2.25,MercaMadrid
2018-09,MANZANAS,FRUTAS,1.50,MercaMadrid
2018-09,MARACUYA,FRUTAS,7.20,MercaMadrid
2018-09,MELOCOTONES,FRUTAS,1.37,MercaMadrid
2018-09,MELONES,FRUTAS,0.68,MercaMadrid
2018-09,MEMBRILLOS,FRUTAS,1.24,MercaMadrid
2018-09,MORAS,FRUTAS,11.00,MercaMadrid
2018-09,NABOS,HORTALIZAS,0.80,MercaMadrid
2018-09,NARANJAS,FRUTAS,1.01,MercaMadrid
2018-09,NASHI,FRUTAS,1.55,MercaMadrid
2018-09,NECTARINAS,FRUTAS,1.19,MercaMadrid
2018-09,NUECES,FRUTAS,4.00,MercaMadrid
2018-09,OCRA,FRUTAS,3.75,MercaMadrid
2018-09,PAPAYOS,FRUTAS,2.89,MercaMadrid
2018-09,PARAGUAYAS,FRUTAS,1.16,MercaMadrid
2018-09,PATATAS,PATATAS,0.43,MercaMadrid
2018-09,PEPINOS,HORTALIZAS,0.72,MercaMadrid
2018-09,PERAS,FRUTAS,1.20,MercaMadrid
2018-09,PEREJIL,HORTALIZAS,0.75,MercaMadrid
2018-09,PIMIENTOS,HORTALIZAS,1.37,MercaMadrid
2018-09,PIÑA,FRUTAS,1.62,MercaMadrid
2018-09,PLATANOS,FRUTAS,1.25,MercaMadrid
2018-09,POMELOS,FRUTAS,0.90,MercaMadrid
2018-09,PUERROS,HORTALIZAS,1.29,MercaMadrid
2018-09,RABANOS,HORTALIZAS,0.56,MercaMadrid
2018-09,REMOLACHA,HORTALIZAS,1.44,MercaMadrid
2018-09,ROMANESCU,HORTALIZAS,2.25,MercaMadrid
2018-09,SANDIAS,FRUTAS,0.43,MercaMadrid
2018-09,SETAS,HORTALIZAS,9.57,MercaMadrid
2018-09,TIRABEQUES,HORTALIZAS,4.50,MercaMadrid
2018-09,TOMATES,HORTALIZAS,1.37,MercaMadrid
2018-09,UVAS,FRUTAS,1.26,MercaMadrid
2018-09,YAME,HORTALIZAS,1.50,MercaMadrid
2018-09,YUCA,HORTALIZAS,1.10,MercaMadrid
2018-09,ZANAHORIAS,HORTALIZAS,0.67,MercaMadrid
2018-10,ACEITUNAS,FRUTAS,3.46,MercaMadrid
2018-10,ACELGAS,HORTALIZAS,0.72,MercaMadrid
2018-10,AGUACATES,FRUTAS,2.12,MercaMadrid
2018-10,AJOS,HORTALIZAS,1.60,MercaMadrid
2018-10,ALCACHOFAS,HORTALIZAS,3.10,MercaMadrid
2018-10,APIO,HORTALIZAS,0.88,MercaMadrid
2018-10,BATATAS,HORTALIZAS,0.90,MercaMadrid
2018-10,BERENJENAS,HORTALIZAS,1.08,MercaMadrid
2018-10,BERROS,HORTALIZAS,11.00,MercaMadrid
2018-10,BONIATOS,HORTALIZAS,1.02,MercaMadrid
2018-10,BORRAJAS,HORTALIZAS,1.37,MercaMadrid
2018-10,BREVAS,FRUTAS,2.00,MercaMadrid
2018-10,BROCOLI,HORTALIZAS,1.38,MercaMadrid
2018-10,CALABACINES,HORTALIZAS,1.04,MercaMadrid
2018-10,CALABAZAS,HORTALIZAS,0.55,MercaMadrid
2018-10,CAQUIS,FRUTAS,1.12,MercaMadrid
2018-10,CARDOS,HORTALIZAS,0.70,MercaMadrid
2018-10,CARLOTAS,HORTALIZAS,0.01,MercaMadrid
2018-10,CASTAÑAS,FRUTAS,3.91,MercaMadrid
2018-10,CAÑA DE AZUCAR,FRUTAS,5.50,MercaMadrid
2018-10,CEBOLLAS,HORTALIZAS,1.07,MercaMadrid
2018-10,CHAMPIÑON,HORTALIZAS,1.57,MercaMadrid
2018-10,CHIRIMOYAS,FRUTAS,1.42,MercaMadrid
2018-10,CHIRIVIAS,HORTALIZAS,1.35,MercaMadrid
2018-10,CIRUELAS,FRUTAS,1.28,MercaMadrid
2018-10,COCOS,FRUTAS,1.30,MercaMadrid
2018-10,COLES-REPOLLO,HORTALIZAS,1.06,MercaMadrid
2018-10,COLIFLORES,HORTALIZAS,1.97,MercaMadrid
2018-10,DATILES,FRUTAS,10.20,MercaMadrid
2018-10,ENDIVIAS,HORTALIZAS,1.36,MercaMadrid
2018-10,ESCAROLAS,HORTALIZAS,0.65,MercaMadrid
2018-10,ESPARRAGOS,HORTALIZAS,6.78,MercaMadrid
2018-10,ESPINACAS,HORTALIZAS,1.40,MercaMadrid
2018-10,FISALIS,FRUTAS,8.00,MercaMadrid
2018-10,FRAMBUESAS,FRUTAS,11.00,MercaMadrid
2018-10,FRESONES,FRUTAS,4.58,MercaMadrid
2018-10,FRUTA DE LA PASION,FRUTAS,7.00,MercaMadrid
2018-10,FRUTOS SECOS,FRUTAS,6.27,MercaMadrid
2018-10,GRANADAS,FRUTAS,1.09,MercaMadrid
2018-10,GRELOS,HORTALIZAS,0.72,MercaMadrid
2018-10,GUAYABOS,FRUTAS,6.33,MercaMadrid
2018-10,GUINDILLAS,HORTALIZAS,1.93,MercaMadrid
2018-10,GUISANTES,HORTALIZAS,2.50,MercaMadrid
2018-10,HIGO CHUMBO,FRUTAS,1.30,MercaMadrid
2018-10,HIGOS,FRUTAS,2.57,MercaMadrid
2018-10,HINOJO,HORTALIZAS,1.50,MercaMadrid
2018-10,JENGIBRE,HORTALIZAS,1.85,MercaMadrid
2018-10,JUDIAS VERDES,HORTALIZAS,2.99,MercaMadrid
2018-10,KIWI,FRUTAS,3.04,MercaMadrid
2018-10,LAUREL,HORTALIZAS,0.33,MercaMadrid
2018-10,LECHUGAS,HORTALIZAS,0.50,MercaMadrid
2018-10,LIMA,FRUTAS,1.74,MercaMadrid
2018-10,LIMONES,FRUTAS,1.30,MercaMadrid
2018-10,LOMBARDA,HORTALIZAS,0.48,MercaMadrid
2018-10,MACHE,HORTALIZAS,8.00,MercaMadrid
2018-10,MAIZ,HORTALIZAS,2.75,MercaMadrid
2018-10,MANDARINAS,FRUTAS,1.66,MercaMadrid
2018-10,MANGOS,FRUTAS,1.56,MercaMadrid
2018-10,MANZANAS,FRUTAS,1.32,MercaMadrid
2018-10,MARACUYA,FRUTAS,7.20,MercaMadrid
2018-10,MELOCOTONES,FRUTAS,1.64,MercaMadrid
2018-10,MELONES,FRUTAS,1.40,MercaMadrid
2018-10,MEMBRILLOS,FRUTAS,1.00,MercaMadrid
2018-10,MORAS,FRUTAS,11.00,MercaMadrid
2018-10,NABOS,HORTALIZAS,0.78,MercaMadrid
2018-10,NARANJAS,FRUTAS,0.90,MercaMadrid
2018-10,NECTARINAS,FRUTAS,1.20,MercaMadrid
2018-10,NUECES,FRUTAS,4.00,MercaMadrid
2018-10,PAPAYOS,FRUTAS,2.89,MercaMadrid
2018-10,PARAGUAYAS,FRUTAS,2.25,MercaMadrid
2018-10,PATATAS,PATATAS,0.42,MercaMadrid
2018-10,PEPINOS,HORTALIZAS,1.02,MercaMadrid
2018-10,PERAS,FRUTAS,1.23,MercaMadrid
2018-10,PEREJIL,HORTALIZAS,0.75,MercaMadrid
2018-10,PIMIENTOS,HORTALIZAS,1.45,MercaMadrid
2018-10,PIÑA,FRUTAS,1.51,MercaMadrid
2018-10,PLATANOS,FRUTAS,1.10,MercaMadrid
2018-10,POMELOS,FRUTAS,0.96,MercaMadrid
2018-10,PUERROS,HORTALIZAS,1.29,MercaMadrid
2018-10,RABANOS,HORTALIZAS,0.56,MercaMadrid
2018-10,REMOLACHA,HORTALIZAS,1.44,MercaMadrid
