Fecha,Año,Mes,CCAA,Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),Consumo per capita,Gasto per capita
04-2018,2018,4,Total Nacional,ALBARICOQUES,232.93,640.69,2.75,2.14,0.01,0.01
04-2018,2018,4,Total Nacional,FRESAS/FRESON,35330.17,81728.14,2.31,72.48,0.77,1.79
04-2018,2018,4,Total Nacional,MELON,7250.64,13315.29,1.84,12.52,0.16,0.29
04-2018,2018,4,Total Nacional,SANDIA,6149.65,10451.85,1.7,11.23,0.13,0.23
04-2018,2018,4,Total Nacional,CIRUELAS,1481.14,4485.6,3.03,8.47,0.03,0.1
04-2018,2018,4,Total Nacional,CEREZAS,49.58,159.05,3.21,0.4,0.0,0.0
04-2018,2018,4,Total Nacional,UVAS,2254.11,8438.45,3.74,11.74,0.05,0.18
04-2018,2018,4,Total Nacional,KIWI,11191.36,30706.13,2.74,36.09,0.25,0.67
04-2018,2018,4,Total Nacional,AGUACATE,4705.31,16378.71,3.48,24.43,0.1,0.36
04-2018,2018,4,Total Nacional,PIÑA,7249.12,11934.19,1.65,18.91,0.16,0.26
04-2018,2018,4,Total Nacional,OTRAS FRUTAS FRESCAS,9032.68,25819.1,2.86,30.25,0.2,0.57
04-2018,2018,4,Total Nacional,POMELO,1486.16,2655.04,1.79,2.88,0.03,0.06
04-2018,2018,4,Total Nacional,FRUTAS IV GAMA,17838.57,31047.15,1.74,32.61,0.39,0.68
04-2018,2018,4,Andalucia,T.FRUTAS FRESCAS,52121.51,80467.7,1.54,95.02,6.0,9.26
04-2018,2018,4,Andalucia,NARANJAS,13792.46,12406.36,0.9,55.08,1.59,1.43
04-2018,2018,4,Andalucia,MANDARINAS,3311.89,5092.52,1.54,39.47,0.38,0.59
04-2018,2018,4,Andalucia,LIMONES,1315.61,1995.94,1.52,30.8,0.15,0.23
04-2018,2018,4,Andalucia,PLATANOS,8812.97,12974.65,1.47,80.15,1.01,1.49
04-2018,2018,4,Andalucia,MANZANAS,7087.84,10801.71,1.52,71.0,0.82,1.24
04-2018,2018,4,Andalucia,PERAS,3723.8,5676.09,1.52,52.96,0.43,0.65
04-2018,2018,4,Andalucia,MELOCOTONES,52.78,70.37,1.33,1.12,0.01,0.01
04-2018,2018,4,Andalucia,NECTARINAS,95.8,170.81,1.78,2.03,0.01,0.02
04-2018,2018,4,Andalucia,ALBARICOQUES,44.98,132.15,2.94,2.69,0.01,0.02
04-2018,2018,4,Andalucia,FRESAS/FRESON,6125.71,13493.88,2.2,70.23,0.71,1.55
04-2018,2018,4,Andalucia,MELON,907.48,1506.68,1.66,9.91,0.1,0.17
04-2018,2018,4,Andalucia,SANDIA,1472.06,2066.23,1.4,10.83,0.17,0.24
04-2018,2018,4,Andalucia,CIRUELAS,243.5,731.55,3.0,7.6,0.03,0.08
04-2018,2018,4,Andalucia,CEREZAS,7.06,19.55,2.77,0.52,0.0,0.0
04-2018,2018,4,Andalucia,UVAS,360.67,1284.81,3.56,9.84,0.04,0.15
04-2018,2018,4,Andalucia,KIWI,1576.43,4264.0,2.7,34.55,0.18,0.49
04-2018,2018,4,Andalucia,AGUACATE,649.83,2295.79,3.53,22.57,0.07,0.26
04-2018,2018,4,Andalucia,PIÑA,1067.25,1570.73,1.47,16.99,0.12,0.18
04-2018,2018,4,Andalucia,OTRAS FRUTAS FRESCAS,1473.4,3913.87,2.66,32.02,0.17,0.45
04-2018,2018,4,Andalucia,POMELO,124.36,250.74,2.02,1.82,0.01,0.03
04-2018,2018,4,Andalucia,FRUTAS IV GAMA,3163.86,5163.47,1.63,34.36,0.36,0.59
04-2018,2018,4,Aragon,T.FRUTAS FRESCAS,9025.25,14125.6,1.57,95.16,6.87,10.76
04-2018,2018,4,Aragon,NARANJAS,2507.0,2434.22,0.97,66.12,1.91,1.85
04-2018,2018,4,Aragon,MANDARINAS,625.01,1003.23,1.61,44.46,0.48,0.76
04-2018,2018,4,Aragon,LIMONES,223.26,353.54,1.58,39.77,0.17,0.27
04-2018,2018,4,Aragon,PLATANOS,1305.63,2064.84,1.58,76.89,0.99,1.57
04-2018,2018,4,Aragon,MANZANAS,1285.13,1777.99,1.38,62.17,0.98,1.35
04-2018,2018,4,Aragon,PERAS,622.19,895.14,1.44,45.8,0.47,0.68
04-2018,2018,4,Aragon,MELOCOTONES,4.2,10.47,2.49,0.91,0.0,0.01
04-2018,2018,4,Aragon,NECTARINAS,4.41,6.62,1.5,0.7,0.0,0.01
04-2018,2018,4,Aragon,ALBARICOQUES,11.67,22.99,1.97,2.71,0.01,0.02
04-2018,2018,4,Aragon,FRESAS/FRESON,1027.85,2225.37,2.17,70.65,0.78,1.69
04-2018,2018,4,Aragon,MELON,187.38,332.04,1.77,19.14,0.14,0.25
04-2018,2018,4,Aragon,SANDIA,157.9,303.36,1.92,14.02,0.12,0.23
04-2018,2018,4,Aragon,CIRUELAS,35.8,107.41,3.0,6.78,0.03,0.08
04-2018,2018,4,Aragon,CEREZAS,1.93,6.56,3.4,0.39,0.0,0.0
04-2018,2018,4,Aragon,UVAS,52.54,211.22,4.02,10.75,0.04,0.16
04-2018,2018,4,Aragon,KIWI,308.82,841.18,2.72,42.48,0.24,0.64
04-2018,2018,4,Aragon,AGUACATE,155.24,468.75,3.02,23.37,0.12,0.36
04-2018,2018,4,Aragon,PIÑA,266.04,387.49,1.46,18.27,0.2,0.3
04-2018,2018,4,Aragon,OTRAS FRUTAS FRESCAS,243.25,673.19,2.77,28.85,0.19,0.51
04-2018,2018,4,Aragon,POMELO,18.44,35.04,1.9,4.16,0.01,0.03
04-2018,2018,4,Aragon,FRUTAS IV GAMA,531.28,904.59,1.7,35.39,0.4,0.69
04-2018,2018,4,Asturias,T.FRUTAS FRESCAS,7772.6,13030.74,1.68,94.0,7.17,12.02
04-2018,2018,4,Asturias,NARANJAS,2097.18,1997.01,0.95,56.19,1.93,1.84
04-2018,2018,4,Asturias,MANDARINAS,505.53,913.5,1.81,53.49,0.47,0.84
04-2018,2018,4,Asturias,LIMONES,178.92,314.45,1.76,30.6,0.17,0.29
04-2018,2018,4,Asturias,PLATANOS,1412.83,2191.74,1.55,78.69,1.3,2.02
04-2018,2018,4,Asturias,MANZANAS,1024.35,1722.62,1.68,65.87,0.94,1.59
04-2018,2018,4,Asturias,PERAS,523.51,912.18,1.74,48.31,0.48,0.84
04-2018,2018,4,Asturias,MELOCOTONES,5.2,13.7,2.63,1.93,0.0,0.01
04-2018,2018,4,Asturias,NECTARINAS,25.94,54.05,2.08,3.83,0.02,0.05
04-2018,2018,4,Asturias,ALBARICOQUES,1.95,10.95,5.62,1.02,0.0,0.01
04-2018,2018,4,Asturias,FRESAS/FRESON,799.46,1903.99,2.38,72.45,0.74,1.76
04-2018,2018,4,Asturias,MELON,101.17,206.87,2.04,9.45,0.09,0.19
04-2018,2018,4,Asturias,SANDIA,107.21,177.8,1.66,8.65,0.1,0.16
04-2018,2018,4,Asturias,CIRUELAS,51.03,168.06,3.29,8.05,0.05,0.16
04-2018,2018,4,Asturias,UVAS,67.85,241.63,3.56,14.15,0.06,0.22
04-2018,2018,4,Asturias,KIWI,379.67,969.73,2.55,41.25,0.35,0.89
04-2018,2018,4,Asturias,AGUACATE,68.26,223.23,3.27,20.83,0.06,0.21
04-2018,2018,4,Asturias,PIÑA,239.72,354.6,1.48,23.85,0.22,0.33
04-2018,2018,4,Asturias,OTRAS FRUTAS FRESCAS,182.83,654.64,3.58,30.25,0.17,0.6
04-2018,2018,4,Asturias,POMELO,44.23,77.23,1.75,2.97,0.04,0.07
04-2018,2018,4,Asturias,FRUTAS IV GAMA,249.3,534.93,2.15,29.07,0.23,0.49
04-2018,2018,4,Baleares,T.FRUTAS FRESCAS,7537.14,13196.25,1.75,94.99,7.32,12.81
04-2018,2018,4,Baleares,NARANJAS,1894.89,1905.32,1.01,43.4,1.84,1.85
04-2018,2018,4,Baleares,MANDARINAS,250.7,447.93,1.79,33.52,0.24,0.43
04-2018,2018,4,Baleares,LIMONES,218.46,358.77,1.64,22.78,0.21,0.35
04-2018,2018,4,Baleares,PLATANOS,1430.66,2215.62,1.55,85.63,1.39,2.15
04-2018,2018,4,Baleares,MANZANAS,1029.74,1587.08,1.54,70.64,1.0,1.54
04-2018,2018,4,Baleares,PERAS,509.74,836.74,1.64,56.54,0.49,0.81
04-2018,2018,4,Baleares,NECTARINAS,5.05,13.14,2.6,0.61,0.0,0.01
04-2018,2018,4,Baleares,FRESAS/FRESON,835.78,1962.67,2.35,72.76,0.81,1.91
04-2018,2018,4,Baleares,MELON,116.87,200.93,1.72,10.73,0.11,0.2
04-2018,2018,4,Baleares,SANDIA,187.9,307.31,1.64,16.59,0.18,0.3
04-2018,2018,4,Baleares,CIRUELAS,59.28,187.26,3.16,10.85,0.06,0.18
04-2018,2018,4,Baleares,UVAS,105.1,511.9,4.87,19.89,0.1,0.5
04-2018,2018,4,Baleares,KIWI,282.63,843.98,2.99,36.26,0.27,0.82
04-2018,2018,4,Baleares,AGUACATE,169.86,709.6,4.18,34.42,0.16,0.69
04-2018,2018,4,Baleares,PIÑA,176.15,285.31,1.62,16.1,0.17,0.28
04-2018,2018,4,Baleares,OTRAS FRUTAS FRESCAS,264.33,822.69,3.11,34.24,0.26,0.8
04-2018,2018,4,Baleares,POMELO,31.22,53.04,1.7,3.03,0.03,0.05
04-2018,2018,4,Baleares,FRUTAS IV GAMA,347.96,624.2,1.79,31.16,0.34,0.61
04-2018,2018,4,Canarias,T.FRUTAS FRESCAS,15279.04,25462.69,1.67,96.71,6.99,11.65
04-2018,2018,4,Canarias,NARANJAS,4444.05,4425.36,1.0,52.58,2.03,2.02
04-2018,2018,4,Canarias,MANDARINAS,887.29,1465.85,1.65,36.94,0.41,0.67
04-2018,2018,4,Canarias,LIMONES,503.74,739.74,1.47,40.28,0.23,0.34
04-2018,2018,4,Canarias,PLATANOS,2983.87,4038.97,1.35,75.67,1.36,1.85
04-2018,2018,4,Canarias,MANZANAS,1972.47,3217.89,1.63,64.71,0.9,1.47
04-2018,2018,4,Canarias,PERAS,1355.26,2353.84,1.74,55.19,0.62,1.08
04-2018,2018,4,Canarias,MELOCOTONES,3.23,4.81,1.49,0.55,0.0,0.0
04-2018,2018,4,Canarias,NECTARINAS,6.04,22.39,3.71,1.62,0.0,0.01
04-2018,2018,4,Canarias,ALBARICOQUES,14.65,29.29,2.0,2.87,0.01,0.01
04-2018,2018,4,Canarias,FRESAS/FRESON,939.12,2902.44,3.09,56.09,0.43,1.33
04-2018,2018,4,Canarias,MELON,58.81,146.45,2.49,4.49,0.03,0.07
04-2018,2018,4,Canarias,SANDIA,33.8,84.17,2.49,4.77,0.02,0.04
04-2018,2018,4,Canarias,CIRUELAS,56.18,141.74,2.52,4.03,0.03,0.06
04-2018,2018,4,Canarias,CEREZAS,1.27,2.86,2.25,0.41,0.0,0.0
04-2018,2018,4,Canarias,UVAS,156.72,516.95,3.3,10.79,0.07,0.24
04-2018,2018,4,Canarias,KIWI,464.9,1296.76,2.79,28.98,0.21,0.59
04-2018,2018,4,Canarias,AGUACATE,470.91,1946.38,4.13,39.32,0.22,0.89
04-2018,2018,4,Canarias,PIÑA,70.72,166.29,2.35,7.24,0.03,0.08
04-2018,2018,4,Canarias,OTRAS FRUTAS FRESCAS,856.02,1960.51,2.29,37.51,0.39,0.9
04-2018,2018,4,Canarias,POMELO,123.42,229.26,1.86,2.87,0.06,0.1
04-2018,2018,4,Canarias,FRUTAS IV GAMA,865.29,1562.13,1.81,33.21,0.4,0.71
04-2018,2018,4,Cantabria,T.FRUTAS FRESCAS,4185.06,6477.97,1.55,95.68,7.52,11.64
04-2018,2018,4,Cantabria,NARANJAS,1357.05,1341.45,0.99,63.33,2.44,2.41
04-2018,2018,4,Cantabria,MANDARINAS,186.55,302.16,1.62,43.37,0.34,0.54
04-2018,2018,4,Cantabria,LIMONES,72.37,118.94,1.64,22.58,0.13,0.21
04-2018,2018,4,Cantabria,PLATANOS,607.47,838.6,1.38,82.88,1.09,1.51
04-2018,2018,4,Cantabria,MANZANAS,560.67,792.37,1.41,70.9,1.01,1.42
04-2018,2018,4,Cantabria,PERAS,322.74,456.04,1.41,50.83,0.58,0.82
04-2018,2018,4,Cantabria,MELOCOTONES,1.45,6.34,4.38,0.7,0.0,0.01
04-2018,2018,4,Cantabria,NECTARINAS,2.76,5.48,1.99,0.56,0.0,0.01
04-2018,2018,4,Cantabria,ALBARICOQUES,2.48,9.78,3.95,0.52,0.0,0.02
04-2018,2018,4,Cantabria,FRESAS/FRESON,550.03,1269.2,2.31,72.42,0.99,2.28
04-2018,2018,4,Cantabria,MELON,116.29,243.61,2.09,12.92,0.21,0.44
04-2018,2018,4,Cantabria,SANDIA,54.6,65.2,1.19,7.88,0.1,0.12
04-2018,2018,4,Cantabria,CIRUELAS,4.54,16.05,3.53,6.89,0.01,0.03
04-2018,2018,4,Cantabria,UVAS,25.89,79.9,3.09,9.73,0.05,0.14
04-2018,2018,4,Cantabria,KIWI,139.11,429.94,3.09,34.06,0.25,0.77
04-2018,2018,4,Cantabria,AGUACATE,42.22,165.47,3.92,17.17,0.08,0.3
04-2018,2018,4,Cantabria,PIÑA,76.71,118.85,1.55,16.03,0.14,0.21
04-2018,2018,4,Cantabria,OTRAS FRUTAS FRESCAS,62.14,218.59,3.52,25.24,0.11,0.39
04-2018,2018,4,Cantabria,POMELO,7.78,12.4,1.59,2.23,0.01,0.02
04-2018,2018,4,Cantabria,FRUTAS IV GAMA,132.65,232.64,1.75,18.59,0.24,0.42
04-2018,2018,4,Castilla La Mancha,T.FRUTAS FRESCAS,14824.66,22033.5,1.49,96.09,7.07,10.5
04-2018,2018,4,Castilla La Mancha,NARANJAS,4929.86,4329.81,0.88,66.83,2.35,2.06
04-2018,2018,4,Castilla La Mancha,MANDARINAS,905.86,1426.07,1.57,47.1,0.43,0.68
04-2018,2018,4,Castilla La Mancha,LIMONES,384.79,545.47,1.42,38.69,0.18,0.26
04-2018,2018,4,Castilla La Mancha,PLATANOS,2275.98,3474.55,1.53,78.49,1.08,1.66
04-2018,2018,4,Castilla La Mancha,MANZANAS,1626.49,2445.31,1.5,68.29,0.78,1.17
04-2018,2018,4,Castilla La Mancha,PERAS,1040.19,1461.63,1.41,55.13,0.5,0.7
04-2018,2018,4,Castilla La Mancha,MELOCOTONES,3.39,3.35,0.99,0.62,0.0,0.0
04-2018,2018,4,Castilla La Mancha,FRESAS/FRESON,1648.26,3558.45,2.16,79.81,0.79,1.7
04-2018,2018,4,Castilla La Mancha,MELON,444.07,853.38,1.92,13.81,0.21,0.41
04-2018,2018,4,Castilla La Mancha,SANDIA,163.46,283.98,1.74,5.84,0.08,0.14
04-2018,2018,4,Castilla La Mancha,CIRUELAS,52.91,160.84,3.04,10.33,0.03,0.08
04-2018,2018,4,Castilla La Mancha,CEREZAS,2.63,8.3,3.15,0.36,0.0,0.0
04-2018,2018,4,Castilla La Mancha,UVAS,67.35,267.56,3.97,9.24,0.03,0.13
04-2018,2018,4,Castilla La Mancha,KIWI,637.08,1539.18,2.42,45.46,0.3,0.73
04-2018,2018,4,Castilla La Mancha,AGUACATE,115.64,417.07,3.61,20.64,0.06,0.2
04-2018,2018,4,Castilla La Mancha,PIÑA,282.26,531.17,1.88,15.39,0.13,0.25
04-2018,2018,4,Castilla La Mancha,OTRAS FRUTAS FRESCAS,244.44,727.39,2.98,30.4,0.12,0.35
04-2018,2018,4,Castilla La Mancha,POMELO,32.36,48.28,1.49,1.27,0.02,0.02
04-2018,2018,4,Castilla La Mancha,FRUTAS IV GAMA,677.06,1107.68,1.64,25.78,0.32,0.53
04-2018,2018,4,Castilla Leon,T.FRUTAS FRESCAS,20193.06,29576.52,1.46,96.46,8.25,12.09
04-2018,2018,4,Castilla Leon,NARANJAS,6794.35,6192.66,0.91,73.44,2.78,2.53
04-2018,2018,4,Castilla Leon,MANDARINAS,1228.06,1924.15,1.57,43.93,0.5,0.79
04-2018,2018,4,Castilla Leon,LIMONES,647.19,989.63,1.53,42.13,0.26,0.4
04-2018,2018,4,Castilla Leon,PLATANOS,2958.24,4356.27,1.47,81.61,1.21,1.78
04-2018,2018,4,Castilla Leon,MANZANAS,2577.65,3570.61,1.39,73.87,1.05,1.46
04-2018,2018,4,Castilla Leon,PERAS,1435.2,2109.76,1.47,54.46,0.59,0.86
04-2018,2018,4,Castilla Leon,MELOCOTONES,4.89,10.11,2.07,0.68,0.0,0.0
04-2018,2018,4,Castilla Leon,NECTARINAS,51.94,113.48,2.18,4.23,0.02,0.05
04-2018,2018,4,Castilla Leon,ALBARICOQUES,12.22,33.21,2.72,1.77,0.0,0.01
04-2018,2018,4,Castilla Leon,FRESAS/FRESON,1994.7,4364.31,2.19,70.4,0.82,1.78
04-2018,2018,4,Castilla Leon,MELON,481.56,903.37,1.88,12.86,0.2,0.37
04-2018,2018,4,Castilla Leon,SANDIA,201.91,340.49,1.69,7.14,0.08,0.14
04-2018,2018,4,Castilla Leon,CIRUELAS,21.36,70.99,3.32,3.45,0.01,0.03
04-2018,2018,4,Castilla Leon,CEREZAS,6.36,21.5,3.38,1.14,0.0,0.01
04-2018,2018,4,Castilla Leon,UVAS,110.4,377.79,3.42,10.26,0.05,0.15
04-2018,2018,4,Castilla Leon,KIWI,723.51,1905.96,2.63,37.31,0.3,0.78
04-2018,2018,4,Castilla Leon,AGUACATE,219.6,702.36,3.2,20.93,0.09,0.29
04-2018,2018,4,Castilla Leon,PIÑA,385.31,604.74,1.57,17.15,0.16,0.25
04-2018,2018,4,Castilla Leon,OTRAS FRUTAS FRESCAS,338.59,985.14,2.91,23.75,0.14,0.4
04-2018,2018,4,Castilla Leon,POMELO,64.63,95.9,1.48,1.93,0.03,0.04
04-2018,2018,4,Castilla Leon,FRUTAS IV GAMA,1017.66,1632.48,1.6,35.9,0.42,0.67
04-2018,2018,4,Cataluña,T.FRUTAS FRESCAS,54070.86,92785.21,1.72,95.79,7.81,13.41
04-2018,2018,4,Cataluña,NARANJAS,15410.33,16400.58,1.06,65.68,2.23,2.37
04-2018,2018,4,Cataluña,MANDARINAS,3741.06,6751.92,1.8,45.76,0.54,0.98
04-2018,2018,4,Cataluña,LIMONES,1342.99,2138.41,1.59,34.69,0.19,0.31
04-2018,2018,4,Cataluña,PLATANOS,8458.84,14003.14,1.66,81.37,1.22,2.02
04-2018,2018,4,Cataluña,MANZANAS,6686.4,10529.97,1.57,69.57,0.97,1.52
04-2018,2018,4,Cataluña,PERAS,3775.48,5900.31,1.56,55.97,0.55,0.85
04-2018,2018,4,Cataluña,MELOCOTONES,66.85,98.71,1.48,0.65,0.01,0.01
04-2018,2018,4,Cataluña,NECTARINAS,63.35,131.25,2.07,1.66,0.01,0.02
04-2018,2018,4,Cataluña,ALBARICOQUES,43.32,144.53,3.34,2.44,0.01,0.02
04-2018,2018,4,Cataluña,FRESAS/FRESON,5653.44,14002.77,2.48,71.88,0.82,2.02
04-2018,2018,4,Cataluña,MELON,1728.75,3442.14,1.99,17.16,0.25,0.5
04-2018,2018,4,Cataluña,SANDIA,1306.67,2477.36,1.9,13.7,0.19,0.36
04-2018,2018,4,Cataluña,CIRUELAS,285.33,911.66,3.2,8.26,0.04,0.13
04-2018,2018,4,Cataluña,CEREZAS,10.86,21.13,1.95,0.22,0.0,0.0
04-2018,2018,4,Cataluña,UVAS,372.28,1580.05,4.24,13.86,0.05,0.23
04-2018,2018,4,Cataluña,KIWI,1490.23,4388.63,2.94,34.48,0.22,0.63
04-2018,2018,4,Cataluña,AGUACATE,925.69,2913.95,3.15,26.41,0.13,0.42
04-2018,2018,4,Cataluña,PIÑA,1376.07,2544.44,1.85,22.74,0.2,0.37
04-2018,2018,4,Cataluña,OTRAS FRUTAS FRESCAS,1332.91,4404.25,3.3,30.54,0.19,0.64
04-2018,2018,4,Cataluña,POMELO,219.95,368.06,1.67,2.6,0.03,0.05
04-2018,2018,4,Cataluña,FRUTAS IV GAMA,3512.18,6506.26,1.85,32.73,0.51,0.94
04-2018,2018,4,Extremadura,T.FRUTAS FRESCAS,7175.34,10400.14,1.45,96.52,6.09,8.82
04-2018,2018,4,Extremadura,NARANJAS,2514.64,2207.43,0.88,66.74,2.13,1.87
04-2018,2018,4,Extremadura,MANDARINAS,298.07,477.87,1.6,31.09,0.25,0.41
04-2018,2018,4,Extremadura,LIMONES,191.95,332.08,1.73,29.8,0.16,0.28
04-2018,2018,4,Extremadura,PLATANOS,1174.9,1645.81,1.4,84.07,1.0,1.4
04-2018,2018,4,Extremadura,MANZANAS,900.51,1257.52,1.4,67.45,0.76,1.07
04-2018,2018,4,Extremadura,PERAS,538.63,815.45,1.51,56.13,0.46,0.69
04-2018,2018,4,Extremadura,ALBARICOQUES,3.15,3.0,0.95,0.92,0.0,0.0
04-2018,2018,4,Extremadura,FRESAS/FRESON,775.67,1713.08,2.21,75.1,0.66,1.45
04-2018,2018,4,Extremadura,MELON,93.89,148.23,1.58,5.05,0.08,0.13
04-2018,2018,4,Extremadura,SANDIA,61.21,106.89,1.75,8.5,0.05,0.09
04-2018,2018,4,Extremadura,CIRUELAS,21.46,58.31,2.72,5.98,0.02,0.05
04-2018,2018,4,Extremadura,CEREZAS,1.45,3.25,2.25,0.86,0.0,0.0
04-2018,2018,4,Extremadura,UVAS,30.07,96.91,3.22,13.18,0.03,0.08
04-2018,2018,4,Extremadura,KIWI,245.42,661.98,2.7,36.18,0.21,0.56
04-2018,2018,4,Extremadura,AGUACATE,65.71,269.1,4.1,18.69,0.06,0.23
04-2018,2018,4,Extremadura,PIÑA,103.47,205.84,1.99,10.13,0.09,0.17
04-2018,2018,4,Extremadura,OTRAS FRUTAS FRESCAS,155.16,397.38,2.56,27.66,0.13,0.34
04-2018,2018,4,Extremadura,POMELO,19.28,26.59,1.38,3.8,0.02,0.02
04-2018,2018,4,Extremadura,FRUTAS IV GAMA,291.08,529.06,1.82,30.9,0.25,0.45
04-2018,2018,4,Galicia,T.FRUTAS FRESCAS,23958.12,38506.16,1.61,98.5,8.65,13.9
04-2018,2018,4,Galicia,NARANJAS,7173.74,6920.24,0.96,64.39,2.59,2.5
04-2018,2018,4,Galicia,MANDARINAS,1466.54,2681.08,1.83,49.4,0.53,0.97
04-2018,2018,4,Galicia,LIMONES,586.64,1005.57,1.71,29.26,0.21,0.36
04-2018,2018,4,Galicia,PLATANOS,3905.84,5940.43,1.52,87.61,1.41,2.14
04-2018,2018,4,Galicia,MANZANAS,3544.78,5462.46,1.54,77.41,1.28,1.97
04-2018,2018,4,Galicia,PERAS,1500.39,2587.79,1.72,56.62,0.54,0.93
04-2018,2018,4,Galicia,MELOCOTONES,10.49,23.23,2.21,1.22,0.0,0.01
04-2018,2018,4,Galicia,NECTARINAS,130.36,302.48,2.32,7.48,0.05,0.11
04-2018,2018,4,Galicia,ALBARICOQUES,16.28,30.64,1.88,2.17,0.01,0.01
04-2018,2018,4,Galicia,FRESAS/FRESON,2075.94,4986.51,2.4,78.06,0.75,1.8
04-2018,2018,4,Galicia,MELON,402.78,468.49,1.16,12.52,0.15,0.17
04-2018,2018,4,Galicia,SANDIA,313.62,494.89,1.58,11.37,0.11,0.18
04-2018,2018,4,Galicia,CIRUELAS,121.73,344.53,2.83,12.13,0.04,0.12
04-2018,2018,4,Galicia,CEREZAS,0.18,6.8,38.75,0.22,0.0,0.0
04-2018,2018,4,Galicia,UVAS,210.06,725.36,3.45,16.81,0.08,0.26
04-2018,2018,4,Galicia,KIWI,827.15,2125.66,2.57,35.68,0.3,0.77
04-2018,2018,4,Galicia,AGUACATE,325.16,936.8,2.88,18.89,0.12,0.34
04-2018,2018,4,Galicia,PIÑA,543.21,969.87,1.79,19.55,0.2,0.35
04-2018,2018,4,Galicia,OTRAS FRUTAS FRESCAS,803.22,2493.32,3.1,35.14,0.29,0.9
04-2018,2018,4,Galicia,POMELO,144.08,316.77,2.2,5.46,0.05,0.11
04-2018,2018,4,Galicia,FRUTAS IV GAMA,1093.35,1994.09,1.82,35.21,0.39,0.72
04-2018,2018,4,La Rioja,T.FRUTAS FRESCAS,1743.83,2912.83,1.67,96.07,5.51,9.2
04-2018,2018,4,La Rioja,NARANJAS,555.74,580.74,1.04,56.2,1.76,1.84
04-2018,2018,4,La Rioja,MANDARINAS,106.28,195.17,1.84,36.71,0.34,0.62
04-2018,2018,4,La Rioja,LIMONES,63.69,93.19,1.46,34.24,0.2,0.29
04-2018,2018,4,La Rioja,PLATANOS,279.23,458.66,1.64,77.43,0.88,1.45
04-2018,2018,4,La Rioja,MANZANAS,212.52,313.02,1.47,62.06,0.67,0.99
04-2018,2018,4,La Rioja,PERAS,78.97,126.61,1.6,33.52,0.25,0.4
04-2018,2018,4,La Rioja,NECTARINAS,3.51,10.6,3.02,1.82,0.01,0.03
04-2018,2018,4,La Rioja,FRESAS/FRESON,210.28,473.38,2.25,77.17,0.66,1.5
04-2018,2018,4,La Rioja,MELON,17.1,35.82,2.1,8.82,0.05,0.11
04-2018,2018,4,La Rioja,SANDIA,19.7,35.76,1.82,5.39,0.06,0.11
04-2018,2018,4,La Rioja,CIRUELAS,9.08,24.55,2.7,9.3,0.03,0.08
04-2018,2018,4,La Rioja,UVAS,6.36,17.0,2.67,8.28,0.02,0.05
04-2018,2018,4,La Rioja,KIWI,70.92,190.94,2.69,58.53,0.22,0.6
04-2018,2018,4,La Rioja,AGUACATE,36.88,150.82,4.09,37.71,0.12,0.48
04-2018,2018,4,La Rioja,PIÑA,37.06,68.66,1.85,11.01,0.12,0.22
04-2018,2018,4,La Rioja,OTRAS FRUTAS FRESCAS,36.51,137.91,3.78,30.55,0.12,0.44
04-2018,2018,4,La Rioja,FRUTAS IV GAMA,94.46,145.09,1.54,24.6,0.3,0.46
04-2018,2018,4,Madrid,T.FRUTAS FRESCAS,47628.36,77665.36,1.63,96.44,7.65,12.48
04-2018,2018,4,Madrid,NARANJAS,14465.2,14016.33,0.97,64.33,2.32,2.25
04-2018,2018,4,Madrid,MANDARINAS,3434.27,6156.44,1.79,49.74,0.55,0.99
04-2018,2018,4,Madrid,LIMONES,1274.17,1963.64,1.54,42.31,0.2,0.32
04-2018,2018,4,Madrid,PLATANOS,6441.2,10308.86,1.6,81.0,1.03,1.66
04-2018,2018,4,Madrid,MANZANAS,5965.24,9552.48,1.6,68.91,0.96,1.53
04-2018,2018,4,Madrid,PERAS,3685.44,5698.12,1.55,56.99,0.59,0.92
04-2018,2018,4,Madrid,MELOCOTONES,15.33,32.07,2.09,0.3,0.0,0.01
04-2018,2018,4,Madrid,NECTARINAS,86.51,150.38,1.74,2.79,0.01,0.02
04-2018,2018,4,Madrid,ALBARICOQUES,30.88,93.54,3.03,1.63,0.0,0.02
04-2018,2018,4,Madrid,FRESAS/FRESON,5367.47,12097.34,2.25,73.77,0.86,1.94
04-2018,2018,4,Madrid,MELON,968.26,1760.59,1.82,14.38,0.16,0.28
04-2018,2018,4,Madrid,SANDIA,823.49,1363.42,1.66,13.37,0.13,0.22
04-2018,2018,4,Madrid,CIRUELAS,228.09,699.33,3.07,11.96,0.04,0.11
04-2018,2018,4,Madrid,UVAS,334.59,1191.89,3.56,11.85,0.05,0.19
04-2018,2018,4,Madrid,KIWI,1784.81,5060.53,2.84,38.61,0.29,0.81
04-2018,2018,4,Madrid,AGUACATE,696.39,2517.14,3.61,27.21,0.11,0.4
04-2018,2018,4,Madrid,PIÑA,900.6,1438.56,1.6,17.93,0.14,0.23
04-2018,2018,4,Madrid,OTRAS FRUTAS FRESCAS,1126.42,3564.7,3.16,28.9,0.18,0.57
04-2018,2018,4,Madrid,POMELO,208.54,411.25,1.97,2.72,0.03,0.07
04-2018,2018,4,Madrid,FRUTAS IV GAMA,2022.57,3488.72,1.72,30.2,0.32,0.56
